id,ch1,ch2,ch3,ch4,ch5
0,-189.94140625,-246.58203125,-231.4453125,-166.015625,-362.3046875
1,-332.51953125,-464.84375,-476.07421875,-298.828125,-995.60546875
2,-394.53125,-450.1953125,-445.80078125,-362.3046875,-72.265625
3,-374.51171875,-482.91015625,-489.2578125,-306.15234375,429.19921875
4,-333.984375,-410.15625,-523.4375,-291.015625,-489.74609375
5,-294.921875,-358.3984375,-451.171875,-263.18359375,242.67578125
6,-332.51953125,-355.95703125,-446.2890625,-371.58203125,-398.92578125
7,-332.51953125,-397.4609375,-441.40625,-339.35546875,38.0859375
8,-236.81640625,-377.44140625,-347.16796875,-257.32421875,-728.515625
9,-268.06640625,-416.50390625,-404.296875,-299.8046875,-194.82421875
10,-246.58203125,-465.33203125,-452.1484375,-238.28125,487.79296875
11,-326.171875,-584.47265625,-528.3203125,-319.82421875,-747.55859375
12,-385.25390625,-572.75390625,-442.87109375,-315.91796875,-9.765625
13,-369.62890625,-576.171875,-357.91015625,-361.328125,-1199.21875
14,-427.734375,-629.39453125,-338.37890625,-414.55078125,-354.98046875
15,-343.75,-605.46875,-177.734375,-281.73828125,639.16015625
16,-266.6015625,-550.78125,70.3125,-219.23828125,-301.26953125
17,-311.03515625,-562.98828125,155.2734375,-220.703125,-801.7578125
18,-163.57421875,-539.55078125,176.7578125,-202.1484375,-418.9453125
19,-214.84375,-539.55078125,69.82421875,-323.2421875,-629.8828125
20,-284.66796875,-538.57421875,-29.78515625,-356.93359375,-55.6640625
21,-335.9375,-519.04296875,-108.3984375,-411.1328125,-356.93359375
22,-324.70703125,-439.453125,-106.93359375,-261.71875,327.63671875
23,-249.0234375,-437.01171875,-161.62109375,-205.56640625,-304.6875
24,-253.90625,-405.76171875,-250.48828125,-228.02734375,-720.21484375
25,-256.34765625,-360.83984375,-266.11328125,-232.91015625,-70.3125
26,-298.33984375,-392.08984375,-289.0625,-233.88671875,-80.56640625
27,-263.671875,-424.8046875,-256.34765625,-202.63671875,-113.28125
28,-229.4921875,-423.33984375,-345.703125,-315.4296875,-610.83984375
29,-187.01171875,-371.09375,-428.7109375,-204.1015625,356.93359375
30,-291.50390625,-412.59765625,-433.10546875,-204.58984375,-443.359375
31,-268.06640625,-401.3671875,-328.125,-149.90234375,-965.33203125
32,-288.57421875,-363.76953125,-475.5859375,-204.1015625,263.671875
33,-282.71484375,-383.30078125,-578.61328125,-295.8984375,-115.72265625
34,-317.3828125,-425.78125,-532.2265625,-304.19921875,-15.13671875
35,-302.24609375,-530.2734375,-474.12109375,-289.0625,-155.76171875
36,-270.5078125,-532.71484375,-437.01171875,-228.515625,-340.8203125
37,-268.06640625,-520.5078125,-430.6640625,-277.34375,-389.16015625
38,-333.0078125,-532.2265625,-438.96484375,-354.4921875,-631.34765625
39,-348.6328125,-559.5703125,-367.67578125,-284.1796875,-475.5859375
40,-322.75390625,-569.3359375,-387.20703125,-338.8671875,-148.4375
41,-277.34375,-496.58203125,-425.29296875,-344.7265625,426.26953125
42,-250.0,-412.59765625,-460.44921875,-273.92578125,-396.484375
43,-244.62890625,-420.41015625,-436.03515625,-298.828125,-328.61328125
44,-248.046875,-474.609375,-413.0859375,-336.42578125,-813.4765625
45,-263.18359375,-442.3828125,-404.78515625,-233.88671875,-115.234375
46,-380.37109375,-456.54296875,-423.33984375,-291.015625,-492.67578125
47,-384.27734375,-413.0859375,-395.5078125,-266.6015625,-312.98828125
48,-344.23828125,-385.7421875,-362.3046875,-286.1328125,196.2890625
49,-325.1953125,-336.9140625,-422.36328125,-379.8828125,-767.08984375
50,-335.44921875,-355.46875,-462.40234375,-326.66015625,-685.05859375
51,-319.82421875,-340.33203125,-540.52734375,-350.09765625,345.703125
52,-338.37890625,-372.0703125,-515.13671875,-338.37890625,-229.4921875
53,-296.875,-324.21875,-472.65625,-375.0,219.23828125
54,-313.4765625,-361.328125,-476.5625,-421.38671875,-406.25
55,-319.82421875,-332.03125,-426.26953125,-374.51171875,214.84375
56,-271.484375,-386.71875,-432.6171875,-334.9609375,-1048.33984375
57,-305.6640625,-390.13671875,-475.09765625,-393.5546875,-18.5546875
58,-342.28515625,-399.4140625,-456.54296875,-456.0546875,479.98046875
59,-345.21484375,-385.7421875,-477.05078125,-398.4375,-970.21484375
60,-313.4765625,-403.80859375,-458.984375,-355.95703125,178.7109375
61,-362.3046875,-394.53125,-450.68359375,-416.9921875,-408.203125
62,-343.75,-332.03125,-373.53515625,-331.54296875,-937.01171875
63,-400.87890625,-295.41015625,-385.7421875,-371.09375,-73.73046875
64,-299.8046875,-114.74609375,-439.453125,-291.9921875,9.27734375
65,-225.09765625,-18.5546875,-422.36328125,-243.65234375,91.30859375
66,-278.80859375,-6.34765625,-438.96484375,-289.0625,-1374.51171875
67,-297.36328125,-72.75390625,-438.96484375,-288.57421875,-940.91796875
68,-327.1484375,-90.8203125,-452.63671875,-327.63671875,-8.30078125
69,-259.765625,-121.09375,-518.06640625,-347.65625,-576.66015625
70,-368.1640625,-206.54296875,-463.8671875,-356.93359375,371.09375
71,-362.3046875,-233.88671875,-457.51953125,-293.9453125,-100.09765625
72,-309.08203125,-242.1875,-376.953125,-227.05078125,84.47265625
73,-354.00390625,-288.0859375,-433.10546875,-314.94140625,74.21875
74,-309.5703125,-360.3515625,-471.19140625,-339.35546875,-901.3671875
75,-409.1796875,-398.4375,-614.2578125,-371.58203125,274.90234375
76,-266.6015625,-277.83203125,-584.9609375,-320.3125,-1057.6171875
77,-333.49609375,-280.76171875,-540.52734375,-312.5,396.484375
78,-406.73828125,-332.03125,-561.03515625,-302.24609375,39.55078125
79,-387.20703125,-304.19921875,-593.26171875,-335.44921875,-984.86328125
80,-434.08203125,-356.4453125,-545.41015625,-355.95703125,-264.16015625
81,-353.02734375,-318.359375,-471.19140625,-318.359375,132.8125
82,-296.38671875,-364.2578125,-445.3125,-241.2109375,-233.88671875
83,-375.48828125,-369.140625,-511.23046875,-289.0625,-100.5859375
84,-313.4765625,-347.16796875,-520.01953125,-326.66015625,0.48828125
85,-349.609375,-310.05859375,-605.46875,-364.74609375,-26.3671875
86,-371.09375,-317.87109375,-591.796875,-445.80078125,-584.9609375
87,-349.12109375,-334.9609375,-532.71484375,-331.0546875,-264.6484375
88,-283.69140625,-384.765625,-435.546875,-352.5390625,-1127.9296875
89,-310.05859375,-407.71484375,-415.52734375,-279.296875,312.98828125
90,-286.62109375,-409.66796875,-453.125,-276.85546875,-27.34375
91,-316.89453125,-466.796875,-503.90625,-332.51953125,-33.203125
92,-304.19921875,-501.46484375,-485.83984375,-290.0390625,-755.859375
93,-288.57421875,-525.390625,-431.640625,-349.609375,-88.37890625
94,-282.71484375,-527.83203125,-517.08984375,-352.05078125,92.7734375
95,-373.046875,-458.49609375,-554.19921875,-456.0546875,-331.0546875
96,-400.87890625,-437.5,-544.921875,-362.79296875,188.4765625
97,-308.59375,-403.80859375,-478.02734375,-337.40234375,-631.34765625
98,-366.69921875,-433.10546875,-416.50390625,-311.5234375,-221.19140625
99,-347.16796875,-457.03125,-447.265625,-374.51171875,94.7265625
100,-316.89453125,-480.95703125,-488.28125,-390.625,-1076.66015625
101,-251.953125,-519.53125,-475.5859375,-258.30078125,-124.51171875
102,-165.0390625,-473.6328125,-453.125,-224.609375,-374.51171875
103,-185.546875,-453.125,-454.58984375,-174.31640625,98.14453125
104,-275.87890625,-377.44140625,-431.15234375,-265.13671875,-739.74609375
105,-375.48828125,-425.29296875,-451.66015625,-344.23828125,-328.125
106,-338.8671875,-419.43359375,-406.73828125,-331.54296875,247.0703125
107,-284.66796875,-364.74609375,-446.77734375,-340.8203125,-1055.6640625
108,-346.19140625,-447.265625,-459.47265625,-354.4921875,411.62109375
109,-402.34375,-355.95703125,-475.09765625,-417.48046875,-359.86328125
110,-351.5625,-399.90234375,-424.8046875,-303.7109375,-405.76171875
111,-359.375,-457.03125,-412.109375,-312.98828125,-88.8671875
112,-346.6796875,-506.8359375,-468.75,-362.3046875,-467.7734375
113,-353.515625,-420.41015625,-476.07421875,-285.64453125,339.84375
114,-319.82421875,-394.04296875,-365.72265625,-234.375,-665.0390625
115,-264.6484375,-436.03515625,-374.51171875,-242.1875,-1121.09375
