id,ch1,ch2,ch3,ch4,ch5
0,-327.63671875,-170.8984375,-26.3671875,-288.57421875,744.62890625
1,-550.29296875,-256.8359375,-91.30859375,-474.12109375,-337.40234375
2,-463.37890625,-161.1328125,2.9296875,-417.48046875,210.44921875
3,-381.34765625,-137.20703125,-40.52734375,-367.1875,-533.69140625
4,-387.6953125,-175.78125,-137.20703125,-354.98046875,129.39453125
5,-296.38671875,-139.16015625,-142.578125,-202.1484375,40.52734375
6,-242.1875,-105.95703125,-179.6875,-305.17578125,-301.26953125
7,-256.8359375,-69.82421875,-100.09765625,-272.94921875,-235.83984375
8,-326.66015625,-60.05859375,-122.0703125,-316.89453125,-236.81640625
9,-385.7421875,-16.11328125,-180.6640625,-509.765625,294.921875
10,-346.19140625,-22.4609375,-256.8359375,-496.09375,222.16796875
11,-278.3203125,-109.86328125,-298.828125,-356.93359375,-339.84375
12,-233.3984375,-134.27734375,-239.74609375,-248.046875,292.48046875
13,-255.859375,-68.359375,-166.015625,-289.0625,-431.15234375
14,-243.65234375,-85.44921875,-153.80859375,-204.1015625,171.38671875
15,-209.47265625,-131.8359375,-168.45703125,-121.58203125,-358.88671875
16,-214.35546875,-34.66796875,-195.80078125,-210.9375,-223.14453125
17,-255.859375,-12.6953125,-230.95703125,-322.265625,378.41796875
18,-324.21875,-53.7109375,-236.328125,-376.46484375,-155.2734375
19,-300.78125,-15.13671875,-201.66015625,-312.5,583.984375
20,-209.9609375,-7.8125,-224.609375,-265.13671875,-860.3515625
21,-263.18359375,-7.32421875,-166.9921875,-355.95703125,184.5703125
22,-186.03515625,-21.484375,-166.9921875,-172.8515625,-416.015625
23,-239.2578125,-68.359375,-161.1328125,-206.54296875,-217.7734375
24,-301.7578125,-78.125,-164.55078125,-231.4453125,548.33984375
25,-312.98828125,-87.40234375,-162.59765625,-337.40234375,-579.1015625
26,-308.59375,-47.36328125,-91.796875,-345.21484375,162.109375
27,-202.1484375,99.12109375,-19.53125,-281.25,-546.38671875
28,-194.3359375,72.75390625,15.13671875,-248.046875,265.625
29,-209.9609375,10.7421875,32.71484375,-147.94921875,132.8125
30,-142.578125,-17.578125,-59.08203125,-175.78125,-190.91796875
31,-107.421875,87.890625,12.6953125,-142.578125,157.71484375
32,-109.86328125,6.8359375,-138.671875,-256.34765625,-357.91015625
33,-98.14453125,27.34375,-138.671875,-251.46484375,-406.25
34,-167.96875,-12.20703125,-111.328125,-235.83984375,457.03125
35,-164.55078125,20.5078125,-157.2265625,-235.3515625,164.55078125
36,0.0,117.67578125,-45.8984375,-171.38671875,659.66796875
37,-66.40625,150.390625,-31.73828125,-213.8671875,-1092.28515625
38,-78.61328125,126.953125,-152.83203125,-239.74609375,-456.0546875
39,-97.16796875,1.953125,-142.578125,-217.7734375,454.1015625
40,-220.703125,-4.39453125,-126.953125,-361.81640625,-208.49609375
41,-332.51953125,-55.17578125,-14.6484375,-339.84375,47.36328125
42,-105.46875,68.84765625,7.8125,-207.03125,-270.5078125
43,-31.73828125,38.57421875,6.8359375,-39.55078125,261.23046875
44,-156.25,-48.33984375,-46.38671875,-187.01171875,-70.80078125
45,-108.3984375,-69.82421875,-44.43359375,-130.859375,-784.1796875
46,-252.9296875,-136.71875,-134.27734375,-251.953125,116.69921875
47,-285.64453125,-203.61328125,-97.65625,-288.57421875,222.16796875
48,-69.3359375,-107.91015625,21.484375,-154.78515625,572.265625
49,-142.08984375,-72.265625,12.6953125,-346.19140625,-701.171875
50,-249.51171875,-4.8828125,19.04296875,-442.87109375,-132.8125
51,-293.45703125,13.671875,27.83203125,-412.109375,-244.140625
52,-440.91796875,47.8515625,-8.7890625,-372.55859375,-68.359375
53,-388.671875,41.50390625,20.01953125,-228.515625,202.1484375
54,-173.828125,91.796875,112.3046875,-127.9296875,22.4609375
55,-189.94140625,54.19921875,31.73828125,-41.015625,-283.69140625
56,-222.65625,39.55078125,8.30078125,-184.5703125,-242.67578125
57,-204.1015625,49.8046875,23.4375,-184.5703125,564.453125
58,-203.61328125,75.68359375,-36.1328125,-209.9609375,-38.57421875
59,-193.359375,96.19140625,-72.265625,-248.53515625,-402.83203125
60,-162.109375,68.359375,-137.20703125,-180.17578125,203.61328125
61,-197.265625,30.76171875,-81.54296875,-189.94140625,-976.5625
62,-90.33203125,88.8671875,-15.625,-88.8671875,486.81640625
63,-97.65625,83.49609375,-7.8125,-73.2421875,-232.421875
64,-184.5703125,77.1484375,-39.55078125,-197.265625,630.37109375
65,-268.5546875,-10.25390625,-103.02734375,-205.078125,350.5859375
66,-374.51171875,-193.359375,-118.1640625,-401.85546875,-177.24609375
67,-481.4453125,-119.140625,-82.51953125,-483.88671875,33.203125
68,-533.203125,-59.08203125,-147.94921875,-556.640625,38.57421875
69,-461.42578125,-80.078125,-125.0,-543.9453125,-233.3984375
70,-356.93359375,-57.6171875,-140.625,-517.08984375,138.671875
71,-231.93359375,-4.8828125,-87.890625,-263.671875,102.05078125
72,-142.578125,-43.9453125,-145.01953125,-231.93359375,377.9296875
73,-184.5703125,-42.48046875,-80.56640625,-168.45703125,-389.6484375
74,-166.50390625,-84.9609375,-102.05078125,-113.76953125,272.94921875
75,-206.0546875,-72.75390625,-75.1953125,-190.4296875,-731.4453125
76,-192.87109375,-100.09765625,-20.5078125,-305.17578125,-788.0859375
77,-291.9921875,-177.734375,0.0,-354.98046875,331.54296875
78,-333.0078125,-111.328125,-54.19921875,-316.89453125,-475.5859375
79,-404.296875,-15.625,-3.90625,-321.2890625,-317.87109375
80,-344.7265625,-86.9140625,85.9375,-218.26171875,-640.13671875
81,-433.59375,-213.37890625,-18.5546875,-134.765625,-554.6875
82,-422.8515625,-176.7578125,-127.44140625,-178.22265625,142.08984375
83,-355.46875,-82.03125,-81.0546875,-205.56640625,-138.18359375
84,-353.515625,-27.83203125,-63.4765625,-170.41015625,1029.78515625
85,-379.39453125,61.5234375,-21.484375,-235.3515625,-347.65625
86,-362.3046875,80.56640625,-30.2734375,-277.34375,-455.56640625
87,-380.859375,72.265625,-25.390625,-324.70703125,-149.4140625
88,-369.62890625,27.34375,1.953125,-357.91015625,23.92578125
89,-281.73828125,-22.94921875,-101.5625,-333.0078125,26.3671875
90,-192.87109375,-5.37109375,-89.84375,-257.32421875,-318.359375
91,-101.07421875,-86.9140625,-180.6640625,-238.28125,-210.44921875
92,-191.40625,-146.484375,-208.49609375,-266.11328125,-252.44140625
93,-195.3125,-114.2578125,-204.1015625,-211.42578125,293.9453125
94,-188.96484375,-79.1015625,-129.8828125,-133.7890625,404.296875
95,-192.3828125,-31.73828125,-158.203125,-220.703125,5.37109375
96,-111.328125,-35.64453125,-122.55859375,-230.95703125,846.19140625
97,-229.00390625,-11.71875,-79.1015625,-348.14453125,130.37109375
98,-197.265625,2.44140625,-124.51171875,-358.88671875,-451.66015625
99,-261.23046875,35.15625,-30.2734375,-476.07421875,-263.671875
100,-191.40625,61.03515625,65.91796875,-339.84375,-236.81640625
101,-61.03515625,-110.3515625,59.08203125,-142.578125,-484.375
102,-67.3828125,-47.36328125,10.25390625,-150.390625,398.92578125
103,122.0703125,93.26171875,-9.27734375,5.37109375,-420.8984375
104,120.60546875,219.7265625,80.56640625,5.859375,-652.83203125
105,-58.10546875,166.9921875,92.7734375,-161.1328125,-94.23828125
106,-145.01953125,60.05859375,0.48828125,-245.1171875,596.6796875
107,-208.984375,-9.27734375,-3.41796875,-314.453125,238.76953125
108,-411.1328125,-14.16015625,-88.37890625,-471.19140625,19.04296875
109,-398.4375,-44.43359375,-72.265625,-415.52734375,-293.45703125
110,-176.7578125,-3.41796875,-87.890625,-248.046875,149.4140625
111,-59.5703125,13.671875,-140.13671875,-94.23828125,-655.76171875
112,-58.59375,-5.37109375,-113.76953125,-199.21875,39.0625
113,-18.5546875,16.6015625,-110.3515625,-191.40625,598.6328125
114,-156.25,-8.7890625,-147.94921875,-250.0,-7.32421875
115,-214.35546875,-42.48046875,-79.58984375,-310.546875,47.8515625
116,-363.76953125,-90.33203125,-113.28125,-419.921875,-527.83203125
117,-361.328125,-188.4765625,-80.56640625,-405.76171875,-19.04296875
118,-219.7265625,-192.3828125,-72.265625,-308.59375,476.5625
119,-246.58203125,-155.76171875,-99.609375,-318.359375,-254.8828125
120,-203.61328125,-147.4609375,-149.4140625,-269.53125,-212.40234375
121,-231.93359375,-74.70703125,-119.62890625,-292.96875,-965.33203125
122,-115.234375,-33.69140625,-104.00390625,-214.84375,1.46484375
123,-91.30859375,1.953125,-88.8671875,-201.66015625,95.21484375
124,-91.796875,-8.30078125,-93.75,-172.36328125,41.50390625
125,-30.2734375,54.19921875,-10.25390625,-108.88671875,832.03125
126,-53.22265625,-55.17578125,-89.84375,-127.44140625,-255.859375
127,-12.20703125,-19.53125,-76.66015625,-220.21484375,46.38671875
128,-283.203125,-61.5234375,-56.15234375,-381.34765625,107.421875
129,-479.4921875,3.90625,-125.9765625,-610.3515625,-419.921875
130,-332.51953125,40.52734375,-114.74609375,-537.109375,-122.0703125
131,-291.015625,69.82421875,-111.328125,-369.62890625,-711.9140625
132,-150.390625,-28.3203125,-200.68359375,-224.609375,-454.58984375
133,-42.48046875,-95.21484375,-167.96875,-127.9296875,63.96484375
134,-51.26953125,-66.40625,-119.62890625,-193.359375,-617.67578125
135,29.78515625,-48.828125,-57.6171875,-124.51171875,204.1015625
136,25.390625,-72.265625,25.87890625,-185.05859375,-470.703125
137,-140.625,-80.078125,8.30078125,-322.75390625,957.03125
138,-348.14453125,-24.90234375,-30.76171875,-495.1171875,-253.90625
139,-371.09375,-93.26171875,-62.98828125,-475.09765625,-124.0234375
140,-143.5546875,-138.671875,-54.6875,-350.5859375,-499.51171875
141,-104.98046875,-163.0859375,-54.19921875,-235.83984375,291.9921875
142,-88.8671875,-114.2578125,-44.43359375,-259.765625,252.9296875
143,-103.02734375,-54.19921875,-17.08984375,-309.08203125,172.8515625
144,-186.03515625,-129.39453125,-70.3125,-278.80859375,182.12890625
145,-234.86328125,-143.06640625,-106.93359375,-334.47265625,-327.1484375
146,-298.33984375,-144.04296875,-184.08203125,-406.25,-611.328125
147,-226.5625,-165.52734375,-170.41015625,-345.703125,91.30859375
148,-306.640625,-164.55078125,-105.46875,-397.4609375,83.0078125
149,-204.1015625,-84.47265625,4.8828125,-435.546875,597.65625
150,-256.34765625,-219.7265625,-43.9453125,-460.9375,-468.26171875
151,-161.62109375,-90.8203125,-102.5390625,-474.12109375,345.21484375
152,-131.34765625,-111.328125,-37.109375,-270.99609375,-567.87109375
153,-235.3515625,-53.7109375,-104.4921875,-341.796875,58.10546875
154,-249.0234375,-58.10546875,-93.26171875,-331.0546875,309.5703125
155,-231.93359375,-78.61328125,-87.890625,-380.37109375,-286.62109375
156,-236.328125,-133.7890625,-96.6796875,-282.2265625,514.16015625
157,-242.1875,-207.03125,-122.0703125,-304.6875,-1112.3046875
158,-270.01953125,-171.38671875,-137.20703125,-300.29296875,263.671875
