id,ch1,ch2,ch3,ch4,ch5
0,-233.88671875,-247.0703125,-219.7265625,-368.1640625,152.83203125
1,-328.125,-245.60546875,-623.53515625,-521.97265625,1.46484375
2,-375.9765625,-267.08984375,-467.28515625,-464.84375,549.8046875
3,-331.0546875,-200.68359375,-324.70703125,-355.95703125,286.1328125
4,-242.67578125,-168.9453125,-255.859375,-251.953125,743.1640625
5,-284.1796875,-168.45703125,-287.59765625,-292.96875,148.92578125
6,-313.4765625,-133.7890625,-373.53515625,-330.56640625,-258.7890625
7,-256.34765625,-166.9921875,-399.90234375,-349.609375,-461.42578125
8,-415.0390625,-237.3046875,-290.52734375,-510.7421875,-394.04296875
9,-302.734375,-142.578125,-260.7421875,-395.99609375,847.65625
10,-351.07421875,-226.07421875,-246.09375,-495.60546875,888.18359375
11,-322.75390625,-30.2734375,-326.66015625,-672.8515625,374.0234375
12,-355.95703125,-54.6875,-219.7265625,-632.32421875,451.66015625
13,-381.34765625,-177.24609375,-145.5078125,-544.921875,-376.953125
14,-301.26953125,-128.41796875,-26.85546875,-266.11328125,680.17578125
15,-450.68359375,-243.1640625,-144.53125,-435.05859375,-458.984375
16,-356.4453125,-223.14453125,-107.91015625,-317.3828125,21.484375
17,-431.640625,-172.8515625,-89.84375,-379.39453125,1048.828125
18,-857.421875,-255.859375,-226.07421875,-871.58203125,-621.09375
19,-1122.55859375,-190.91796875,-213.8671875,-1214.84375,287.59765625
20,-1175.29296875,-276.85546875,123.046875,-1384.27734375,57.12890625
21,-806.640625,-163.57421875,893.5546875,-1063.96484375,148.92578125
22,-291.015625,-268.5546875,1174.31640625,-396.97265625,71.77734375
23,-164.0625,-314.94140625,660.64453125,-220.21484375,426.7578125
24,-625.0,-243.65234375,99.12109375,-685.05859375,1078.125
25,-801.7578125,-302.24609375,-280.76171875,-869.62890625,-775.390625
26,-529.296875,-315.4296875,-413.57421875,-546.875,669.43359375
27,-713.8671875,-411.1328125,-507.32421875,-694.3359375,714.84375
28,-865.72265625,-364.2578125,-881.34765625,-822.265625,261.23046875
29,-207.03125,-237.3046875,-1002.9296875,-164.0625,482.421875
30,183.10546875,-321.77734375,-828.125,198.2421875,-235.83984375
31,144.53125,-240.72265625,-787.59765625,231.93359375,728.02734375
32,-485.83984375,-246.09375,-831.0546875,-551.7578125,-338.8671875
33,-765.13671875,-208.0078125,-857.421875,-831.0546875,84.47265625
34,-132.8125,-313.96484375,-699.70703125,-186.5234375,-52.24609375
35,211.9140625,-236.328125,-610.3515625,179.19921875,509.765625
36,296.38671875,-150.390625,-628.90625,247.55859375,1411.1328125
37,220.21484375,-215.33203125,-630.37109375,175.29296875,372.0703125
38,31.73828125,-223.6328125,-661.1328125,-15.13671875,-791.9921875
39,-95.21484375,-242.1875,-710.44921875,-198.2421875,154.296875
40,-186.03515625,-248.53515625,-716.30859375,-284.1796875,524.90234375
41,-280.76171875,-271.484375,-848.6328125,-331.0546875,327.63671875
42,-206.0546875,-333.984375,-155.76171875,-182.12890625,-360.3515625
43,-295.41015625,-342.7734375,58.10546875,-281.25,-151.3671875
44,-231.93359375,-302.734375,-221.19140625,-295.8984375,-119.140625
45,-327.63671875,-270.99609375,-474.609375,-433.10546875,745.1171875
46,-323.2421875,-375.9765625,-764.6484375,-584.47265625,902.34375
47,-232.421875,-275.390625,-709.47265625,-643.06640625,252.9296875
48,-178.7109375,-168.9453125,-669.43359375,-477.5390625,1119.62890625
49,82.03125,-0.48828125,-511.23046875,-337.890625,195.80078125
50,100.5859375,9.765625,-503.90625,-284.66796875,-443.359375
51,-53.22265625,-177.734375,-591.30859375,-475.09765625,42.96875
52,-102.05078125,-122.55859375,-610.3515625,-515.13671875,-41.9921875
53,-282.2265625,38.57421875,-811.5234375,-755.37109375,623.53515625
54,-246.58203125,-102.5390625,-744.62890625,-588.37890625,-105.46875
55,-279.296875,-190.4296875,-688.96484375,-560.546875,11.23046875
56,-337.40234375,-146.484375,-584.9609375,-596.6796875,-292.48046875
57,-355.95703125,-172.8515625,-546.875,-557.6171875,685.05859375
58,-301.7578125,-174.8046875,-521.97265625,-452.63671875,1246.09375
59,-69.3359375,-158.203125,-457.51953125,-279.78515625,714.35546875
60,-161.1328125,-214.35546875,-553.7109375,-360.3515625,638.671875
61,-328.125,-304.6875,-619.140625,-416.015625,-27.34375
62,-336.9140625,-312.98828125,-763.18359375,-402.34375,356.93359375
63,-526.3671875,-456.0546875,-801.26953125,-442.87109375,-288.57421875
64,-417.48046875,-409.66796875,-745.1171875,-458.0078125,66.89453125
65,-414.55078125,-314.453125,-691.89453125,-440.91796875,1036.1328125
66,-437.5,-312.01171875,-642.578125,-765.13671875,63.96484375
67,-585.9375,-351.07421875,-638.671875,-666.50390625,834.9609375
68,-149.90234375,-410.64453125,-762.6953125,303.7109375,-229.4921875
69,-89.84375,-420.8984375,-528.3203125,515.625,135.25390625
70,-467.7734375,-455.078125,-83.49609375,-67.3828125,79.58984375
71,-804.19921875,-358.88671875,134.765625,-731.4453125,-338.37890625
72,-895.99609375,-289.55078125,-53.22265625,-1023.4375,652.34375
73,-685.05859375,-335.44921875,-35.15625,-960.44921875,-470.21484375
74,-396.97265625,-243.65234375,-119.62890625,-556.15234375,332.51953125
75,-289.55078125,-271.97265625,-291.9921875,-493.65234375,-488.76953125
76,-191.40625,-230.95703125,-608.3984375,-362.3046875,4.8828125
77,36.1328125,-164.0625,-46.875,-238.76953125,1686.03515625
78,-54.6875,-239.74609375,869.140625,-72.75390625,298.33984375
79,325.1953125,156.73828125,484.375,305.17578125,446.2890625
80,-3.41796875,-93.75,1541.9921875,8.30078125,-135.25390625
81,-215.8203125,-153.3203125,412.109375,-88.8671875,-39.0625
82,-193.84765625,-250.0,1091.30859375,-307.6171875,913.57421875
83,-309.5703125,-352.05078125,1258.7890625,-361.81640625,177.24609375
84,-148.92578125,-250.48828125,524.90234375,-278.3203125,441.89453125
85,-291.9921875,-337.890625,-128.90625,-570.80078125,-293.45703125
86,-383.7890625,-367.1875,-544.43359375,-457.03125,-106.93359375
87,-266.6015625,-279.296875,-656.73828125,-356.4453125,-168.9453125
88,-323.2421875,-688.4765625,-892.578125,-440.91796875,113.76953125
89,-670.41015625,-1143.06640625,-1136.23046875,-827.1484375,496.58203125
90,-595.21484375,-875.48828125,-958.0078125,-796.875,257.8125
91,-631.34765625,-755.859375,-1116.69921875,-887.6953125,606.93359375
92,-449.70703125,-536.1328125,-934.08203125,-710.44921875,-483.88671875
93,-360.3515625,-263.18359375,-738.28125,-562.98828125,83.984375
94,-226.07421875,-92.28515625,-601.07421875,-300.78125,127.9296875
95,-313.4765625,-60.546875,-671.38671875,-425.78125,534.1796875
96,-374.0234375,-21.97265625,-584.9609375,-367.1875,633.7890625
97,-130.37109375,-12.6953125,-455.078125,-258.7890625,173.828125
98,21.484375,-56.15234375,-353.02734375,-61.03515625,-638.671875
99,8.7890625,-85.9375,-322.75390625,-39.55078125,570.80078125
