id,ch1,ch2,ch3,ch4,ch5
0,-168.45703125,-162.59765625,-384.27734375,-159.66796875,231.4453125
1,-129.39453125,-235.3515625,-696.2890625,-282.2265625,448.2421875
2,-241.2109375,-264.6484375,-634.27734375,-234.86328125,1136.23046875
3,-305.6640625,-273.4375,-595.703125,-221.6796875,1018.5546875
4,-295.8984375,-291.9921875,-605.46875,-359.86328125,320.3125
5,-218.75,-281.73828125,-492.67578125,-336.9140625,542.48046875
6,-429.6875,-275.390625,-447.265625,-463.37890625,404.296875
7,-706.54296875,-332.51953125,-535.15625,-916.50390625,844.7265625
8,-1062.5,-287.59765625,-683.10546875,-1171.875,66.89453125
9,-891.6015625,-206.54296875,-848.6328125,-1303.7109375,600.5859375
10,-681.640625,-159.66796875,-870.60546875,-1030.2734375,847.16796875
11,-287.109375,-146.484375,-785.15625,-635.25390625,25.390625
12,47.8515625,-217.7734375,-574.21875,32.71484375,462.890625
13,125.0,-238.28125,-441.89453125,66.89453125,-979.4921875
14,-589.35546875,-276.3671875,-425.78125,-501.953125,-487.79296875
15,-691.40625,-298.33984375,-437.01171875,-710.9375,176.7578125
16,-112.3046875,-442.87109375,-411.62109375,-31.73828125,-185.546875
17,109.375,-475.09765625,-423.33984375,215.8203125,421.875
18,149.90234375,-452.63671875,-317.87109375,229.4921875,-196.77734375
19,70.80078125,-388.671875,-342.7734375,146.97265625,21.97265625
20,-4.8828125,-330.078125,-436.5234375,106.4453125,599.12109375
21,-113.28125,-341.30859375,-410.64453125,-96.6796875,-450.68359375
22,-206.0546875,-369.140625,-358.88671875,-198.73046875,460.9375
23,-198.73046875,-352.5390625,-428.7109375,-261.71875,-257.8125
24,-333.984375,-314.94140625,-419.43359375,-278.80859375,70.80078125
25,-335.44921875,-290.0390625,-373.046875,-234.86328125,1238.76953125
26,-236.81640625,-361.81640625,-447.75390625,-227.05078125,-31.73828125
27,-274.90234375,-350.09765625,-413.0859375,-240.72265625,239.74609375
28,-264.16015625,-284.1796875,-466.796875,-361.81640625,392.578125
29,-362.3046875,-349.12109375,-543.45703125,-273.92578125,985.3515625
30,-272.94921875,-305.6640625,-512.20703125,-308.10546875,-250.0
31,-302.734375,-333.0078125,-406.73828125,-411.1328125,-787.109375
32,-280.76171875,-315.91796875,-383.30078125,-314.453125,436.5234375
