id,lsl_ts,unix_ts,x,y,z
127824,12760.281422348407,1671627989.428,0,0,0
127824,12760.281422348407,1671627989.428,0,0,0
127825,12760.287920074205,1671627989.428,-9.0244976,3.3869903999999997,5.8767648
127825,12760.287920074205,1671627989.428,-9.0244976,3.3869903999999997,5.8767648
127826,12760.2944178,1671627989.428,-6.9085632,2.4598671999999997,4.7776752
127826,12760.2944178,1671627989.428,-6.9085632,2.4598671999999997,4.7776752
127827,12760.343264233334,1671627989.575,-4.800105599999999,1.2486256,4.000088
127827,12760.343264233334,1671627989.575,-4.800105599999999,1.2486256,4.000088
127828,12760.392110666666,1671627989.575,-4.373927999999999,1.6598495999999998,3.9028896
127828,12760.392110666666,1671627989.575,-4.373927999999999,1.6598495999999998,3.9028896
127829,12760.4409571,1671627989.575,-3.8206447999999997,1.7271408,3.5365263999999996
127829,12760.4409571,1671627989.575,-3.8206447999999997,1.7271408,3.5365263999999996
127830,12760.448000233333,1671627989.596,-3.4991423999999998,1.570128,2.8710912
127830,12760.448000233333,1671627989.596,-3.4991423999999998,1.570128,2.8710912
127831,12760.455043366666,1671627989.596,-3.4393279999999997,1.6075119999999998,2.3850992
127831,12760.455043366666,1671627989.596,-3.4393279999999997,1.6075119999999998,2.3850992
127832,12760.4620865,1671627989.596,-3.0355808,1.2261952,2.654264
127832,12760.4620865,1671627989.596,-3.0355808,1.2261952,2.654264
127833,12760.4633917,1671627989.6,-2.7514624,0.23178079999999998,2.6094032
127833,12760.4633917,1671627989.6,-2.7514624,0.23178079999999998,2.6094032
127834,12760.4646969,1671627989.6,-2.5346352,-1.271056,2.3028543999999997
127834,12760.4646969,1671627989.6,-2.5346352,-1.271056,2.3028543999999997
127835,12760.4660021,1671627989.6,-2.3477151999999997,-1.3159167999999999,2.5720191999999997
127835,12760.4660021,1671627989.6,-2.3477151999999997,-1.3159167999999999,2.5720191999999997
127836,12760.482832466667,1671627989.65,-2.8337071999999996,-1.3383471999999998,2.205656
127836,12760.482832466667,1671627989.65,-2.8337071999999996,-1.3383471999999998,2.205656
127837,12760.499662833334,1671627989.65,-3.0505343999999996,-1.5177904,1.8467695999999998
127837,12760.499662833334,1671627989.65,-3.0505343999999996,-1.5177904,1.8467695999999998
127838,12760.5164932,1671627989.65,-3.2823151999999998,-1.2561023999999998,1.4430223999999998
127838,12760.5164932,1671627989.65,-3.2823151999999998,-1.2561023999999998,1.4430223999999998
127839,12760.537635966668,1671627989.714,-3.5440031999999997,-0.672912,1.0916128
127839,12760.537635966668,1671627989.714,-3.5440031999999997,-0.672912,1.0916128
127840,12760.558778733333,1671627989.714,-3.5589568,-0.44860799999999995,0.9271231999999999
127840,12760.558778733333,1671627989.714,-3.5589568,-0.44860799999999995,0.9271231999999999
127841,12760.5799215,1671627989.714,-3.2598848,0.23178079999999998,1.1663808
127841,12760.5799215,1671627989.714,-3.2598848,0.23178079999999998,1.1663808
127842,12760.5969762,1671627989.765,-3.0729648,-0.0299072,1.0542288
127842,12760.5969762,1671627989.765,-3.0729648,-0.0299072,1.0542288
127843,12760.6140309,1671627989.765,-2.8935215999999997,-0.6130976,0.3663632
127843,12760.6140309,1671627989.765,-2.8935215999999997,-0.6130976,0.3663632
127844,12760.6310856,1671627989.765,-2.8486607999999998,-0.5532832,-0.37384
127844,12760.6310856,1671627989.765,-2.8486607999999998,-0.5532832,-0.37384
127845,12760.647966866667,1671627989.815,-2.8337071999999996,0.08224479999999999,-0.6803888
127845,12760.647966866667,1671627989.815,-2.8337071999999996,0.08224479999999999,-0.6803888
127846,12760.664848133332,1671627989.815,-3.0355808,0.25421119999999997,-0.4411312
127846,12760.664848133332,1671627989.815,-3.0355808,0.25421119999999997,-0.4411312
127847,12760.6817294,1671627989.815,-3.1253024,-0.1046752,-0.261688
127847,12760.6817294,1671627989.815,-3.1253024,-0.1046752,-0.261688
127848,12760.701767466666,1671627989.875,-2.8860447999999996,-0.299072,-0.1794432
127848,12760.701767466666,1671627989.875,-2.8860447999999996,-0.299072,-0.1794432
127849,12760.721805533334,1671627989.875,-3.3570832,-0.7925407999999999,0.45608479999999996
127849,12760.721805533334,1671627989.875,-3.3570832,-0.7925407999999999,0.45608479999999996
127850,12760.7418436,1671627989.875,-3.775784,-1.383208,0.6953423999999999
127850,12760.7418436,1671627989.875,-3.775784,-1.383208,0.6953423999999999
127851,12760.761802133335,1671627989.935,-3.8355984,-1.2785328,0.9346
127851,12760.761802133335,1671627989.935,-3.8355984,-1.2785328,0.9346
127852,12760.781760666667,1671627989.935,-3.9253199999999997,-1.1813344,1.1738575999999998
127852,12760.781760666667,1671627989.935,-3.9253199999999997,-1.1813344,1.1738575999999998
127853,12760.8017192,1671627989.935,-4.1047632,-1.196288,1.1663808
127853,12760.8017192,1671627989.935,-4.1047632,-1.196288,1.1663808
127854,12760.8214874,1671627989.995,-4.0898096,-1.4430223999999998,1.1663808
127854,12760.8214874,1671627989.995,-4.0898096,-1.4430223999999998,1.1663808
127855,12760.8412556,1671627989.995,-3.9851343999999997,-1.7121871999999998,0.7028192
127855,12760.8412556,1671627989.995,-3.9851343999999997,-1.7121871999999998,0.7028192
127856,12760.8610238,1671627989.995,-3.775784,-1.4654528,0.2168272
127856,12760.8610238,1671627989.995,-3.775784,-1.4654528,0.2168272
127857,12760.879510333334,1671627990.05,-3.6412015999999996,-0.9944143999999999,0.1719664
127857,12760.879510333334,1671627990.05,-3.6412015999999996,-0.9944143999999999,0.1719664
127858,12760.897996866666,1671627990.05,-3.6636319999999998,-0.38131679999999996,0.1345824
127858,12760.897996866666,1671627990.05,-3.6636319999999998,-0.38131679999999996,0.1345824
127859,12760.9164834,1671627990.05,-3.7533535999999996,-0.2018736,-0.09719839999999999
127859,12760.9164834,1671627990.05,-3.7533535999999996,-0.2018736,-0.09719839999999999
127860,12760.932832233333,1671627990.099,-3.7608303999999997,-0.3663632,-0.31402559999999996
127860,12760.932832233333,1671627990.099,-3.7608303999999997,-0.3663632,-0.31402559999999996
127861,12760.949181066668,1671627990.099,-3.8729823999999997,-0.7402032,-0.3663632
127861,12760.949181066668,1671627990.099,-3.8729823999999997,-0.7402032,-0.3663632
127862,12760.9655299,1671627990.099,-3.9253199999999997,-0.6803888,-0.785064
127862,12760.9655299,1671627990.099,-3.9253199999999997,-0.6803888,-0.785064
127863,12760.986109033334,1671627990.161,-4.044948799999999,-0.261688,-0.8598319999999999
127863,12760.986109033334,1671627990.161,-4.044948799999999,-0.261688,-0.8598319999999999
127864,12761.006688166666,1671627990.161,-3.8056911999999996,-0.2392576,-0.7701104
127864,12761.006688166666,1671627990.161,-3.8056911999999996,-0.2392576,-0.7701104
127865,12761.0272673,1671627990.161,-3.7907376,-0.7028192,-0.5906672
127865,12761.0272673,1671627990.161,-3.7907376,-0.7028192,-0.5906672
127866,12761.0493885,1671627990.227,-3.8580287999999996,-1.5402208,-0.5458064
127866,12761.0493885,1671627990.227,-3.8580287999999996,-1.5402208,-0.5458064
127867,12761.071509700001,1671627990.227,-3.7234464,-1.5252671999999998,-0.47103839999999997
127867,12761.071509700001,1671627990.227,-3.7234464,-1.5252671999999998,-0.47103839999999997
127868,12761.0936309,1671627990.227,-3.850552,-0.9271231999999999,-0.0897216
127868,12761.0936309,1671627990.227,-3.850552,-0.9271231999999999,-0.0897216
127869,12761.110632233334,1671627990.278,-3.8655055999999997,-0.074768,-0.0448608
127869,12761.110632233334,1671627990.278,-3.8655055999999997,-0.074768,-0.0448608
127870,12761.127633566666,1671627990.278,-3.6486783999999997,0.0523376,-0.074768
127870,12761.127633566666,1671627990.278,-3.6486783999999997,0.0523376,-0.074768
127871,12761.1446349,1671627990.278,-3.5739104,-0.299072,0.23178079999999998
127871,12761.1446349,1671627990.278,-3.5739104,-0.299072,0.23178079999999998
127872,12761.160434566667,1671627990.326,-3.5440031999999997,-0.8523552,0.23178079999999998
127872,12761.160434566667,1671627990.326,-3.5440031999999997,-0.8523552,0.23178079999999998
127873,12761.176234233333,1671627990.326,-3.252408,-0.0448608,0.3663632
127873,12761.176234233333,1671627990.326,-3.252408,-0.0448608,0.3663632
127874,12761.1920339,1671627990.326,-3.2000704,0.23178079999999998,0.822448
127874,12761.1920339,1671627990.326,-3.2000704,0.23178079999999998,0.822448
127875,12761.211498433333,1671627990.384,-3.2449312,-0.32897919999999997,0.9495536
127875,12761.211498433333,1671627990.384,-3.2449312,-0.32897919999999997,0.9495536
127876,12761.230962966667,1671627990.384,-3.7832608,-1.2187184,0.9794607999999999
127876,12761.230962966667,1671627990.384,-3.7832608,-1.2187184,0.9794607999999999
127877,12761.2504275,1671627990.384,-4.149624,-1.2635792,0.3663632
127877,12761.2504275,1671627990.384,-4.149624,-1.2635792,0.3663632
127878,12761.2704621,1671627990.444,-4.2169152,-0.38131679999999996,0.261688
127878,12761.2704621,1671627990.444,-4.2169152,-0.38131679999999996,0.261688
127879,12761.2904967,1671627990.444,-3.9402736,0.38879359999999996,0.037384
127879,12761.2904967,1671627990.444,-3.9402736,0.38879359999999996,0.037384
127880,12761.3105313,1671627990.444,-4.1421472,0.1794432,0.037384
127880,12761.3105313,1671627990.444,-4.1421472,0.1794432,0.037384
127881,12761.338067766666,1671627990.527,-3.9402736,0.0448608,-0.0598144
127881,12761.338067766666,1671627990.527,-3.9402736,0.0448608,-0.0598144
127882,12761.365604233333,1671627990.527,-3.514096,0.1420592,-0.2168272
127882,12761.365604233333,1671627990.527,-3.514096,0.1420592,-0.2168272
127883,12761.3931407,1671627990.527,-3.2299776,0.598144,-0.1046752
127883,12761.3931407,1671627990.527,-3.2299776,0.598144,-0.1046752
127884,12761.402746366666,1671627990.556,-2.8187536,0.4336544,0.09719839999999999
127884,12761.402746366666,1671627990.556,-2.8187536,0.4336544,0.09719839999999999
127885,12761.412352033334,1671627990.556,-2.9757664,-0.11215199999999999,0.3663632
127885,12761.412352033334,1671627990.556,-2.9757664,-0.11215199999999999,0.3663632
127886,12761.4219577,1671627990.556,-3.289792,-0.7626335999999999,0.74768
127886,12761.4219577,1671627990.556,-3.289792,-0.7626335999999999,0.74768
127887,12761.439579133334,1671627990.608,-3.4243743999999996,-0.5383296,1.0916128
127887,12761.439579133334,1671627990.608,-3.4243743999999996,-0.5383296,1.0916128
127888,12761.457200566667,1671627990.608,-3.5664336,-0.4037472,1.4056384
127888,12761.457200566667,1671627990.608,-3.5664336,-0.4037472,1.4056384
127889,12761.474822,1671627990.608,-3.5290496,-0.6130976,1.5028367999999999
127889,12761.474822,1671627990.608,-3.5290496,-0.6130976,1.5028367999999999
127890,12761.495014566666,1671627990.669,-3.6935391999999996,-0.971984,1.5327439999999999
127890,12761.495014566666,1671627990.669,-3.6935391999999996,-0.971984,1.5327439999999999
127891,12761.515207133334,1671627990.669,-3.9926112,-1.3233936,1.1663808
127891,12761.515207133334,1671627990.669,-3.9926112,-1.3233936,1.1663808
127892,12761.5353997,1671627990.669,-3.9477504,-1.4355456,0.785064
127892,12761.5353997,1671627990.669,-3.9477504,-1.4355456,0.785064
127893,12761.555345633333,1671627990.729,-3.4168976,-1.0691823999999999,0.5532832
127893,12761.555345633333,1671627990.729,-3.4168976,-1.0691823999999999,0.5532832
127894,12761.575291566667,1671627990.729,-3.4991423999999998,-0.6579583999999999,0.672912
127894,12761.575291566667,1671627990.729,-3.4991423999999998,-0.6579583999999999,0.672912
127895,12761.5952375,1671627990.729,-3.1253024,-0.037384,0.2018736
127895,12761.5952375,1671627990.729,-3.1253024,-0.037384,0.2018736
127896,12761.619688666666,1671627990.802,-3.0729648,0.32150239999999997,0.0523376
127896,12761.619688666666,1671627990.802,-3.0729648,0.32150239999999997,0.0523376
127897,12761.644139833334,1671627990.802,-3.0430576,0.5308528,-0.149536
127897,12761.644139833334,1671627990.802,-3.0430576,0.5308528,-0.149536
127898,12761.668591,1671627990.802,-3.0206272,0.3514096,-0.0672912
127898,12761.668591,1671627990.802,-3.0206272,0.3514096,-0.0672912
127899,12761.680183733333,1671627990.837,-3.6636319999999998,0.7177728,-0.1046752
127899,12761.680183733333,1671627990.837,-3.6636319999999998,0.7177728,-0.1046752
127900,12761.691776466667,1671627990.837,-3.4468048,0.7925407999999999,-0.12710559999999999
127900,12761.691776466667,1671627990.837,-3.4468048,0.7925407999999999,-0.12710559999999999
127901,12761.7033692,1671627990.837,-3.8355984,0.8074944,-0.23178079999999998
127901,12761.7033692,1671627990.837,-3.8355984,0.8074944,-0.23178079999999998
127902,12761.723060066666,1671627990.896,-3.9776575999999997,0.5158992,-0.11215199999999999
127902,12761.723060066666,1671627990.896,-3.9776575999999997,0.5158992,-0.11215199999999999
127903,12761.742750933334,1671627990.896,-3.7608303999999997,0.1794432,-0.0448608
127903,12761.742750933334,1671627990.896,-3.7608303999999997,0.1794432,-0.0448608
127904,12761.7624418,1671627990.896,-3.6935391999999996,-0.0598144,0.2766416
127904,12761.7624418,1671627990.896,-3.6935391999999996,-0.0598144,0.2766416
127905,12761.781840866666,1671627990.954,-3.4468048,-0.16448959999999999,0.5682368
127905,12761.781840866666,1671627990.954,-3.4468048,-0.16448959999999999,0.5682368
127906,12761.801239933333,1671627990.954,-3.3496064,0.2392576,0.5458064
127906,12761.801239933333,1671627990.954,-3.3496064,0.2392576,0.5458064
127907,12761.820639,1671627990.954,-3.5066192,0.7177728,0.3663632
127907,12761.820639,1671627990.954,-3.5066192,0.7177728,0.3663632
127908,12761.841074866667,1671627991.016,-3.6860624,0.46356159999999996,0.3663632
127908,12761.841074866667,1671627991.016,-3.6860624,0.46356159999999996,0.3663632
127909,12761.861510733333,1671627991.016,-3.4318511999999997,0.8374016,0.3439328
127909,12761.861510733333,1671627991.016,-3.4318511999999997,0.8374016,0.3439328
127910,12761.8819466,1671627991.016,-3.6785856,1.1514271999999999,0.1046752
127910,12761.8819466,1671627991.016,-3.6785856,1.1514271999999999,0.1046752
127911,12761.902215666667,1671627991.076,-3.8355984,1.6598495999999998,0.1345824
127911,12761.902215666667,1671627991.076,-3.8355984,1.6598495999999998,0.1345824
127912,12761.922484733333,1671627991.076,-3.6038175999999997,2.3551919999999997,-0.0074768
127912,12761.922484733333,1671627991.076,-3.6038175999999997,2.3551919999999997,-0.0074768
127913,12761.9427538,1671627991.076,-3.5066192,2.2579936,-0.08224479999999999
127913,12761.9427538,1671627991.076,-3.5066192,2.2579936,-0.08224479999999999
127914,12761.957582433333,1671627991.121,-3.6187712,2.5869728,-0.3588864
127914,12761.957582433333,1671627991.121,-3.6187712,2.5869728,-0.3588864
127915,12761.972411066667,1671627991.121,-3.2449312,2.8187536,-1.0990895999999999
127915,12761.972411066667,1671627991.121,-3.2449312,2.8187536,-1.0990895999999999
127916,12761.9872397,1671627991.121,-3.3720367999999996,3.2748383999999997,-1.5028367999999999
127916,12761.9872397,1671627991.121,-3.3720367999999996,3.2748383999999997,-1.5028367999999999
127917,12762.007109433333,1671627991.18,-3.028104,3.9776575999999997,-1.644896
127917,12762.007109433333,1671627991.18,-3.028104,3.9776575999999997,-1.644896
127918,12762.026979166667,1671627991.18,-3.0056735999999997,4.29916,-1.6673263999999999
127918,12762.026979166667,1671627991.18,-3.0056735999999997,4.29916,-1.6673263999999999
127919,12762.0468489,1671627991.18,-3.0654879999999998,4.187008,-1.757048
127919,12762.0468489,1671627991.18,-3.0654879999999998,4.187008,-1.757048
127920,12762.066391866667,1671627991.239,-3.1178255999999998,4.486079999999999,-2.1907023999999997
127920,12762.066391866667,1671627991.239,-3.1178255999999998,4.486079999999999,-2.1907023999999997
127921,12762.085934833332,1671627991.239,-3.4991423999999998,5.016932799999999,-2.280424
127921,12762.085934833332,1671627991.239,-3.4991423999999998,5.016932799999999,-2.280424
127922,12762.1054778,1671627991.239,-3.2000704,5.3010512,-2.3252848
127922,12762.1054778,1671627991.239,-3.2000704,5.3010512,-2.3252848
127923,12762.127728666666,1671627991.306,-3.1851168,5.7496592,-2.2430399999999997
127923,12762.127728666666,1671627991.306,-3.1851168,5.7496592,-2.2430399999999997
127924,12762.149979533333,1671627991.306,-3.0953952,6.116022399999999,-2.3402384
127924,12762.149979533333,1671627991.306,-3.0953952,6.116022399999999,-2.3402384
127925,12762.1722304,1671627991.306,-3.5290496,6.744073599999999,-2.1383647999999997
127925,12762.1722304,1671627991.306,-3.5290496,6.744073599999999,-2.1383647999999997
127926,12762.188503899999,1671627991.355,-3.6187712,6.6992128,-1.6897567999999998
127926,12762.188503899999,1671627991.355,-3.6187712,6.6992128,-1.6897567999999998
127927,12762.2047774,1671627991.355,-3.887936,6.7365968,-1.6748032
127927,12762.2047774,1671627991.355,-3.887936,6.7365968,-1.6748032
127928,12762.2210509,1671627991.355,-3.887936,6.691736,-1.9663983999999999
127928,12762.2210509,1671627991.355,-3.887936,6.691736,-1.9663983999999999
127929,12762.2372775,1671627991.403,-4.052425599999999,7.200158399999999,-1.943968
127929,12762.2372775,1671627991.403,-4.052425599999999,7.200158399999999,-1.943968
127930,12762.2535041,1671627991.403,-3.9327967999999998,7.745964799999999,-2.4897744
127930,12762.2535041,1671627991.403,-3.9327967999999998,7.745964799999999,-2.4897744
127931,12762.2697307,1671627991.403,-3.7309232,7.282403199999999,-2.9009983999999998
127931,12762.2697307,1671627991.403,-3.7309232,7.282403199999999,-2.9009983999999998
127932,12762.290103666666,1671627991.464,-3.3570832,7.9104544,-3.2748383999999997
127932,12762.290103666666,1671627991.464,-3.3570832,7.9104544,-3.2748383999999997
127933,12762.310476633334,1671627991.464,-2.8486607999999998,9.0544048,-3.7907376
127933,12762.310476633334,1671627991.464,-2.8486607999999998,9.0544048,-3.7907376
127934,12762.3308496,1671627991.464,-2.5122047999999997,9.435721599999999,-3.7533535999999996
127934,12762.3308496,1671627991.464,-2.5122047999999997,9.435721599999999,-3.7533535999999996
127935,12762.351211000001,1671627991.526,-2.4523904,9.9890048,-4.0299952
127935,12762.351211000001,1671627991.526,-2.4523904,9.9890048,-4.0299952
127936,12762.3715724,1671627991.526,-2.691648,10.497427199999999,-4.0075648
127936,12762.3715724,1671627991.526,-2.691648,10.497427199999999,-4.0075648
