id,lsl_ts,unix_ts,battery_level,temperature_c,fuel_gauge_voltage
386,15057.0651382,1671630286.199,50,0,3181.2000000000003
386,15057.0651382,1671630286.199,50,0,3181.2000000000003
387,15067.3720882,1671630296.505,50,0,3183.4
387,15067.3720882,1671630296.505,50,0,3183.4
388,15077.6891602,1671630306.822,55,0,3194.4
388,15077.6891602,1671630306.822,55,0,3194.4
389,15088.0016902,1671630317.135,50,0,3179.0000000000005
389,15088.0016902,1671630317.135,50,0,3179.0000000000005
390,15098.3181658,1671630327.451,55,0,3192.2000000000003
390,15098.3181658,1671630327.451,55,0,3192.2000000000003
391,15108.6401325,1671630337.773,50,0,3174.6000000000004
391,15108.6401325,1671630337.773,50,0,3174.6000000000004
392,15118.9395355,1671630348.073,50,0,3179.0000000000005
392,15118.9395355,1671630348.073,50,0,3179.0000000000005
393,15129.2617958,1671630358.395,50,0,3181.2000000000003
393,15129.2617958,1671630358.395,50,0,3181.2000000000003
394,15139.5642393,1671630368.698,50,0,3185.6000000000004
394,15139.5642393,1671630368.698,50,0,3185.6000000000004
395,15149.8966511,1671630379.03,55,0,3194.4
395,15149.8966511,1671630379.03,55,0,3194.4
396,15160.2106563,1671630389.344,55,0,3192.2000000000003
396,15160.2106563,1671630389.344,55,0,3192.2000000000003
397,15170.5237881,1671630399.657,50,0,3185.6000000000004
397,15170.5237881,1671630399.657,50,0,3185.6000000000004
398,15180.8370917,1671630409.971,50,0,3183.4
398,15180.8370917,1671630409.971,50,0,3183.4
399,15191.1440091,1671630420.278,55,0,3192.2000000000003
399,15191.1440091,1671630420.278,55,0,3192.2000000000003
400,15201.4608774,1671630430.595,55,0,3192.2000000000003
400,15201.4608774,1671630430.595,55,0,3192.2000000000003
401,15211.7752791,1671630440.909,50,0,3185.6000000000004
401,15211.7752791,1671630440.909,50,0,3185.6000000000004
402,15222.094476,1671630451.228,50,0,3181.2000000000003
402,15222.094476,1671630451.228,50,0,3181.2000000000003
403,15232.4028519,1671630461.537,55,0,3187.8
403,15232.4028519,1671630461.537,55,0,3187.8
