id,lsl_ts,unix_ts,battery_level,temperature_c,fuel_gauge_voltage
211,12044.2652675,1671627273.399,70,0,3225.2000000000003
211,12044.2652675,1671627273.399,70,0,3225.2000000000003
212,12054.5896374,1671627283.724,65,0,3220.8
212,12054.5896374,1671627283.724,65,0,3220.8
213,12064.8907855,1671627294.025,60,0,3203.2000000000003
213,12064.8907855,1671627294.025,60,0,3203.2000000000003
214,12075.2023794,1671627304.336,70,0,3225.2000000000003
214,12075.2023794,1671627304.336,70,0,3225.2000000000003
215,12085.5165564,1671627314.651,65,0,3214.2000000000003
215,12085.5165564,1671627314.651,65,0,3214.2000000000003
216,12095.8333019,1671627324.967,65,0,3218.6000000000004
216,12095.8333019,1671627324.967,65,0,3218.6000000000004
217,12106.1405907,1671627335.275,70,0,3225.2000000000003
217,12106.1405907,1671627335.275,70,0,3225.2000000000003
218,12116.4516758,1671627345.585,60,0,3212.0000000000005
218,12116.4516758,1671627345.585,60,0,3212.0000000000005
219,12126.7675188,1671627355.901,65,0,3218.6000000000004
219,12126.7675188,1671627355.901,65,0,3218.6000000000004
220,12137.0754129,1671627366.209,55,0,3201.0000000000005
220,12137.0754129,1671627366.209,55,0,3201.0000000000005
221,12147.3895208,1671627376.523,65,0,3220.8
221,12147.3895208,1671627376.523,65,0,3220.8
222,12157.7075658,1671627386.841,65,0,3223.0000000000005
222,12157.7075658,1671627386.841,65,0,3223.0000000000005
223,12168.0242621,1671627397.158,65,0,3218.6000000000004
223,12168.0242621,1671627397.158,65,0,3218.6000000000004
224,12178.3122723,1671627407.446,65,0,3218.6000000000004
224,12178.3122723,1671627407.446,65,0,3218.6000000000004
225,12188.6246448,1671627417.758,65,0,3214.2000000000003
225,12188.6246448,1671627417.758,65,0,3214.2000000000003
226,12198.9398213,1671627428.073,65,0,3216.4
226,12198.9398213,1671627428.073,65,0,3216.4
227,12209.2567589,1671627438.39,65,0,3216.4
227,12209.2567589,1671627438.39,65,0,3216.4
228,12219.5735501,1671627448.707,65,0,3220.8
228,12219.5735501,1671627448.707,65,0,3220.8
229,12229.8697293,1671627459.003,60,0,3209.8
229,12229.8697293,1671627459.003,60,0,3209.8
230,12240.1855438,1671627469.319,60,0,3212.0000000000005
230,12240.1855438,1671627469.319,60,0,3212.0000000000005
231,12250.4946174,1671627479.628,65,0,3216.4
231,12250.4946174,1671627479.628,65,0,3216.4
232,12260.8005042,1671627489.934,65,0,3218.6000000000004
232,12260.8005042,1671627489.934,65,0,3218.6000000000004
233,12271.1137482,1671627500.247,65,0,3218.6000000000004
233,12271.1137482,1671627500.247,65,0,3218.6000000000004
234,12281.4740968,1671627510.608,55,0,3192.2000000000003
234,12281.4740968,1671627510.608,55,0,3192.2000000000003
235,12291.751145,1671627520.885,65,0,3214.2000000000003
235,12291.751145,1671627520.885,65,0,3214.2000000000003
236,12302.0503484,1671627531.184,60,0,3209.8
236,12302.0503484,1671627531.184,60,0,3209.8
237,12312.3584961,1671627541.492,60,0,3209.8
237,12312.3584961,1671627541.492,60,0,3209.8
238,12322.6885229,1671627551.822,60,0,3212.0000000000005
238,12322.6885229,1671627551.822,60,0,3212.0000000000005
239,12333.0205284,1671627562.154,60,0,3212.0000000000005
239,12333.0205284,1671627562.154,60,0,3212.0000000000005
240,12343.2975592,1671627572.431,60,0,3207.6000000000004
240,12343.2975592,1671627572.431,60,0,3207.6000000000004
