id,lsl_ts,unix_ts,battery_level,temperature_c,fuel_gauge_voltage
19,90081.9264001,1671368401.623,70,0,3225.2000000000003
19,90081.9264001,1671368401.623,70,0,3225.2000000000003
20,90092.261876,1671368411.959,70,0,3231.8
20,90092.261876,1671368411.959,70,0,3231.8
21,90102.584732,1671368422.282,70,0,3227.4
21,90102.584732,1671368422.282,70,0,3227.4
22,90112.915487,1671368432.613,70,0,3234.0000000000005
22,90112.915487,1671368432.613,70,0,3234.0000000000005
23,90123.2396757,1671368442.937,70,0,3227.4
23,90123.2396757,1671368442.937,70,0,3227.4
24,90133.5409713,1671368453.238,70,0,3227.4
24,90133.5409713,1671368453.238,70,0,3227.4
25,90143.8674612,1671368463.565,70,0,3225.2000000000003
25,90143.8674612,1671368463.565,70,0,3225.2000000000003
26,90154.1680412,1671368473.866,70,0,3229.6000000000004
26,90154.1680412,1671368473.866,70,0,3229.6000000000004
27,90164.4856661,1671368484.183,70,0,3231.8
27,90164.4856661,1671368484.183,70,0,3231.8
28,90174.7916934,1671368494.489,65,0,3218.6000000000004
28,90174.7916934,1671368494.489,65,0,3218.6000000000004
29,90185.1006132,1671368504.798,65,0,3220.8
29,90185.1006132,1671368504.798,65,0,3220.8
30,90195.4105846,1671368515.108,65,0,3220.8
30,90195.4105846,1671368515.108,65,0,3220.8
31,90205.7135809,1671368525.411,70,0,3229.6000000000004
31,90205.7135809,1671368525.411,70,0,3229.6000000000004
