id,lsl_ts,unix_ts,status
207,13022.0162829,1671628251.15,1
207,13022.0162829,1671628251.15,1
208,13186.7772414,1671628415.911,0
208,13186.7772414,1671628415.911,0
210,13194.7710347,1671628423.905,1
210,13194.7710347,1671628423.905,1
