id,lsl_ts,unix_ts,status
308,14350.3384528,1671629579.472,1
308,14350.3384528,1671629579.472,1
309,14380.6113646,1671629609.745,0
309,14380.6113646,1671629609.745,0
311,14382.9621875,1671629612.095,1
311,14382.9621875,1671629612.095,1
